Investigator,Lena and Yossi,Time (s),Well,Size (spikes),Duration (s),Number of Electrodes,Spikes per Electrode (avg),Spikes per Electrode (std)
,,00468.973280,D5,98,0.42928,9,10.888889,9.456855
,,00468.937760,A2,89,1.4272,6,14.833333,28.269045
,,00484.065120,A3,80,1.17072,9,8.888889,16.522339
,,00496.101760,C1,152,0.37736,12,12.666667,12.283684
,,00498.687920,D5,135,1.16456,10,13.5,14.101418
,,00507.855200,C1,54,0.25536,10,5.4,5.370289
,,00510.542480,C3,474,3.26352,7,67.714286,38.287312
,,00517.484320,C1,69,0.4248,8,8.625,6.799586
,,00520.084640,B1,146,0.62576,10,14.6,20.125607
,,00520.457840,B2,103,1.80016,6,17.166667,6.914156
,,00532.611280,B5,439,1.94448,11,39.909091,58.918209
,,00542.653840,B1,126,0.61848,12,10.5,15.11346
,,00554.319440,B3,80,0.87568,6,13.333333,12.605114
,,00555.602800,C3,73,0.378,8,9.125,6.697714
,,00557.926720,B1,105,0.88304,9,11.666667,17.101007
,,00559.359280,B4,56,0.43208,6,9.333333,8.239471
,,00572.392240,C1,128,0.27432,10,12.8,11.6
,,00595.542880,C1,66,0.18904,7,9.428571,6.114552
,,00596.138160,D5,86,0.3964,9,9.555556,8.958064
,,00596.680080,D5,116,0.6512,9,12.888889,13.270221

Well Information
Well,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#FFAF64,#FFAF64,#FFAF64,#00FF00,#00FF00,#00FF00,#FF96CA,#FF96CA,#FF96CA,#FFAF64,#FFAF64,#FFAF64,#FF9696,#FF9696,#FF9696,#FF00FF,#FF00FF,#FF00FF,#FF7474,#FF7474,#FF7474,#8F26FF,#8F26FF,#8F26FF
Control,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,comtrol,comtrol,comtrol,PSD95 EGFP,PSD95 EGFP,PSD95 EGFP,control + DM,control + DM,control + DM,control ,control ,control ,AB 42 + DM,AB 42 + DM,AB 42 + DM,SEP GLUA1,SEP GLUA1,SEP GLUA1,AB 42 ,AB 42 ,AB 42 ,EGFP,EGFP,EGFP
Concentration,,,,5 UL,5 UL,5 UL,,,,,,,,,,5 Ul,5 Ul,5 Ul,,,,5 UL,5 UL,5 UL
Additional Information,control,control,control,,,,ofek,ofek,ofek,,,,Ofek,Ofek,Ofek,,,,Ofek,Ofek,Ofek,,,
