Investigator,Lena and Yossi,Time (s),Well,Size (spikes),Duration (s),Number of Electrodes,Spikes per Electrode (avg),Spikes per Electrode (std)
   AxIS Version,3.0.3.2,00199.925840,C1,130,0.50432,10,13,11.410522
   File Name,o.n experimet read 9.raw,00200.084240,B5,394,1.724,10,39.4,53.241341
   Plate Type,BioCircuit MEA 24,00216.597760,B6,102,1.40712,8,12.75,13.339321
   Requested File Section,0s to 10m0s,00219.141840,B6,87,1.27248,8,10.875,12.118555
   Actual File Section Run,0s to 10m0s,00228.787520,C1,76,0.15656,11,6.909091,6.345428
   Recording Offset from File Start,0s,00237.466880,D3,64,0.92704,9,7.111111,7.723621
,,00238.655120,D5,161,0.58936,10,16.1,16.226213
Spike Detector Settings,,00263.152080,B5,64,0.24704,9,7.111111,6.723829
   Method,Adaptive Threshold Crossing,00263.752320,B3,56,0.67568,6,9.333333,7.695598
   Threshold,6,00268.370960,A2,87,1.18896,6,14.5,25.747168
   Threshold Status,Variable,00279.870480,B1,154,0.87696,11,14,22.016523
   Threshold Crossing Only,True,00303.045840,B4,56,0.52576,6,9.333333,9.977754
   Pre-Spike Duration,0.84 ms,00304.569520,B5,334,1.84848,11,30.363636,40.405384
   Post-Spike Duration,2.16 ms,00307.431280,B5,184,1.01328,8,23,34.971416
   Coincident Event Filter,Default (Well),00311.090240,D5,93,0.26104,8,11.625,10.233981
   Coincidence Occurrence Threshold,4 Electrodes,00314.967280,B1,139,0.71304,11,12.636364,15.610444
   Coincidence Event Window,160 µs,00314.184880,B6,75,1.55728,8,9.375,11.564358
   Allow Sample Overlap,false,00317.314960,C3,188,1.70816,8,23.5,17.888544
   Spike Count Interval,1 s,00320.013040,C3,58,0.25944,7,8.285714,7.795865
,,00335.482080,B1,58,0.19352,9,6.444444,9.202791
Burst Detector Settings,,00339.150720,D5,99,0.22976,10,9.9,10.064293
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold,00346.476160,D5,54,0.19312,6,9,4.86484
   Maximum Inter-Spike Interval,100 ms,00377.313360,C1,70,0.21072,8,8.75,8.089345
   Minimum Number of Spikes,5,00377.269520,C3,75,0.21824,6,12.5,7.228416
   Enable Network Burst Detection,True,00377.682160,C3,267,1.43744,8,33.375,24.38205
   Maximum Inter-Spike Interval (network bursts),100 ms,00379.442080,C3,55,0.5868,6,9.166667,8.706638
   Minimum Number of Spikes (network bursts),50,00391.889760,A2,79,0.97976,7,11.285714,18.805124
   Minimum Participating Electrodes (%),35,00396.013360,A3,61,1.08848,6,10.166667,16.07707
   Synchrony Window,20 ms,00399.745520,B3,113,0.92744,7,16.142857,18.688641
,,00407.036240,B4,50,0.19944,7,7.142857,7.139999
,,00411.525520,C1,133,0.4008,11,12.090909,11.642044
,,00421.508000,B5,54,0.19776,9,6,6.497863
,,00423.058960,B5,281,1.62176,10,28.1,32.822098
,,00425.330320,B5,72,0.71272,6,12,14.468356
,,00447.984480,C2,55,0.14264,9,6.111111,6.773222
,,00453.114720,B2,64,1.19552,6,10.666667,5.05525
,,00454.891200,B1,79,0.46064,7,11.285714,13.729159
,,00459.524800,B1,134,0.78592,11,12.181818,19.976433
,,00461.026720,C3,51,0.26752,7,7.285714,4.398516
,,00464.524160,B5,54,0.21816,9,6,5.206833
,,00471.644080,A3,73,1.20952,7,10.428571,19.092684
,,00507.796800,D5,108,0.31144,10,10.8,11.070683
,,00508.930000,C2,51,0.49056,8,6.375,7.761081
,,00524.530320,C1,145,0.48024,11,13.181818,12.231243
,,00530.113280,D5,53,0.14992,7,7.571429,6.207303
,,00540.666080,A2,93,0.66936,8,11.625,18.933683
,,00547.814080,B5,302,1.4,10,30.2,34.594219
,,00549.586640,B5,128,0.84016,8,16,19.032866
,,00550.008800,B6,112,1.78008,8,14,15.066519
,,00552.171440,B6,72,1.19824,7,10.285714,7.045044
,,00556.853120,C3,80,0.30536,6,13.333333,7.95124
,,00558.173040,C3,228,0.9228,7,32.571429,22.141474
,,00559.316800,A3,73,1.08368,6,12.166667,20.979486
,,00564.543760,C1,79,0.17744,6,13.166667,6.361778
,,00590.517200,C1,81,0.25824,10,8.1,7.502666
,,00595.125920,B1,63,0.21472,8,7.875,10.129628

Well Information
Well,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#FFAF64,#FFAF64,#FFAF64,#00FF00,#00FF00,#00FF00,#FF96CA,#FF96CA,#FF96CA,#FFAF64,#FFAF64,#FFAF64,#FF9696,#FF9696,#FF9696,#FF00FF,#FF00FF,#FF00FF,#FF7474,#FF7474,#FF7474,#8F26FF,#8F26FF,#8F26FF
Control,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,comtrol,comtrol,comtrol,PSD95 EGFP,PSD95 EGFP,PSD95 EGFP,control + DM,control + DM,control + DM,control ,control ,control ,AB 42 + DM,AB 42 + DM,AB 42 + DM,SEP GLUA1,SEP GLUA1,SEP GLUA1,AB 42 ,AB 42 ,AB 42 ,EGFP,EGFP,EGFP
Concentration,,,,5 UL,5 UL,5 UL,,,,,,,,,,5 Ul,5 Ul,5 Ul,,,,5 UL,5 UL,5 UL
Additional Information,control,control,control,,,,ofek,ofek,ofek,,,,Ofek,Ofek,Ofek,,,,Ofek,Ofek,Ofek,,,
