Investigator,Lena and Yossi,Time (s),Well,Size (spikes),Duration (s),Number of Electrodes,Spikes per Electrode (avg),Spikes per Electrode (std)
,,00436.848960,B1,151,1.22736,7,21.571429,32.819233
,,00439.159840,B5,353,1.68384,9,39.222222,44.501629
,,00443.924480,C3,262,1.57464,8,32.75,22.537468
,,00446.175360,C3,292,1.73136,8,36.5,30.862598
,,00456.817200,D2,123,1.13304,7,17.571429,17.335819
,,00477.255360,B5,84,0.45256,10,8.4,9.372299
,,00482.435600,C1,95,0.22968,9,10.555556,7.544109
,,00483.199200,C3,55,0.19376,7,7.857143,5.692817
,,00486.495600,B1,60,0.24192,7,8.571429,11.474906
,,00487.792240,A3,59,1.18384,6,9.833333,15.752425
,,00488.222560,D3,50,0.97968,6,8.333333,10.718624
,,00495.953280,B1,135,0.88272,10,13.5,17.528547
,,00505.534080,C1,53,0.21928,9,5.888889,4.507881
,,00512.686320,B1,68,0.31856,7,9.714286,10.249937
,,00513.601680,B4,52,0.33512,7,7.428571,6.298688
,,00518.086800,B5,307,1.68608,10,30.7,37.579384
,,00524.500960,B5,132,0.7588,9,14.666667,21.044926
,,00525.401360,D5,96,0.40352,9,10.666667,10.392304
,,00527.859920,B1,50,0.26696,6,8.333333,9.994443
,,00533.179360,B6,74,1.14848,7,10.571429,8.764492
,,00538.356480,C1,59,0.24632,9,6.555556,4.901499
,,00544.143520,A2,95,1.27768,10,9.5,20.943974
,,00545.407040,B5,143,0.80928,10,14.3,19.225245
,,00555.247760,B1,123,0.6868,10,12.3,17.372681
,,00558.080000,C3,270,1.5772,8,33.75,26.008411
,,00559.802160,C3,167,0.67504,7,23.857143,17.233095
,,00562.761920,A2,77,1.32736,6,12.833333,23.821676
,,00573.096080,B1,87,0.42544,11,7.909091,10.139523
,,00572.960640,B3,207,2.72288,6,34.5,45.095268
,,00597.846480,B5,63,0.28152,9,7,7.18022

Well Information
Well,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#FFAF64,#FFAF64,#FFAF64,#00FF00,#00FF00,#00FF00,#FF96CA,#FF96CA,#FF96CA,#FFAF64,#FFAF64,#FFAF64,#FF9696,#FF9696,#FF9696,#FF00FF,#FF00FF,#FF00FF,#FF7474,#FF7474,#FF7474,#8F26FF,#8F26FF,#8F26FF
Control,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,comtrol,comtrol,comtrol,PSD95 EGFP,PSD95 EGFP,PSD95 EGFP,control + DM,control + DM,control + DM,control ,control ,control ,AB 42 + DM,AB 42 + DM,AB 42 + DM,SEP GLUA1,SEP GLUA1,SEP GLUA1,AB 42 ,AB 42 ,AB 42 ,EGFP,EGFP,EGFP
Concentration,,,,5 UL,5 UL,5 UL,,,,,,,,,,5 Ul,5 Ul,5 Ul,,,,5 UL,5 UL,5 UL
Additional Information,control,control,control,,,,ofek,ofek,ofek,,,,Ofek,Ofek,Ofek,,,,Ofek,Ofek,Ofek,,,
