Investigator,Lena and Yossi,Time (s),Well,Size (spikes),Duration (s),Number of Electrodes,Spikes per Electrode (avg),Spikes per Electrode (std)
   Threshold,6,00183.297440,B1,110,0.53248,10,11,13.069047
   Threshold Status,Variable,00192.724560,A1,77,0.9568,6,12.833333,8.354972
   Threshold Crossing Only,True,00194.394160,C3,179,1.27288,7,25.571429,15.918158
   Pre-Spike Duration,0.84 ms,00197.524560,C3,105,0.3216,8,13.125,12.066871
   Post-Spike Duration,2.16 ms,00204.607200,B1,109,0.35096,9,12.111111,12.757956
   Coincident Event Filter,Default (Well),00214.589920,B4,50,0.29264,6,8.333333,6.394442
   Coincidence Occurrence Threshold,4 Electrodes,00218.688000,B5,51,0.2652,8,6.375,6.081478
   Coincidence Event Window,160 µs,00223.573280,C1,109,0.25,10,10.9,8.203048
   Allow Sample Overlap,false,00226.663680,B5,66,0.28992,9,7.333333,7.378648
   Spike Count Interval,1 s,00253.071840,B5,141,0.69288,10,14.1,16.652027
,,00253.900800,B5,54,0.54128,7,7.714286,6.540299
Burst Detector Settings,,00254.566400,C1,69,0.1536,10,6.9,5.7
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold,00260.008240,B3,105,0.95832,6,17.5,16.39868
   Maximum Inter-Spike Interval,100 ms,00261.795040,B1,136,0.8508,10,13.6,18.858421
   Minimum Number of Spikes,5,00265.800960,B5,218,1.20984,8,27.25,30.156881
   Enable Network Burst Detection,True,00267.371520,C3,91,0.3808,7,13,7.578164
   Maximum Inter-Spike Interval (network bursts),100 ms,00268.012320,B5,74,0.78776,9,8.222222,9.113821
   Minimum Number of Spikes (network bursts),50,00275.249680,C1,51,0.31064,7,7.285714,4.742341
   Minimum Participating Electrodes (%),35,00285.225200,B5,51,0.37696,9,5.666667,6.411795
   Synchrony Window,20 ms,00291.995520,D5,87,0.332,7,12.428571,9.514757
,,00296.896640,A1,95,1.33504,6,15.833333,13.69205
,,00300.517920,B1,146,1.34112,9,16.222222,23.794386
,,00304.562160,B5,60,0.2056,9,6.666667,6.912147
,,00322.756160,B5,71,0.35456,9,7.888889,8.184599
,,00331.489680,D3,65,0.98992,8,8.125,10.833253
,,00342.882400,A2,85,0.7848,7,12.142857,18.893904
,,00345.706240,B5,61,0.28864,10,6.1,6.425729
,,00353.429200,B5,87,0.27584,9,9.666667,9.273618
,,00354.321600,B3,116,0.98928,6,19.333333,16.407991
,,00357.208160,B1,119,0.72864,10,11.9,16.434414
,,00358.633920,B5,65,0.22944,9,7.222222,7.494854
,,00373.705680,C3,97,0.26968,7,13.857143,9.109313
,,00374.104160,C3,105,1.16456,7,15,12.235779
,,00375.056400,D5,58,0.24472,7,8.285714,8.310308
,,00375.324160,B5,54,0.39728,8,6.75,6.814507
,,00376.134640,C3,75,0.74224,6,12.5,9.945685
,,00377.565280,C3,88,0.47856,7,12.571429,12.499796
,,00385.705120,A3,64,1.38784,7,9.142857,15.084795
,,00393.923600,B5,52,0.18544,10,5.2,6.66033
,,00396.668320,B5,53,0.29544,9,5.888889,7.680342
,,00402.223120,C1,71,0.19216,9,7.888889,6.40216
,,00432.259360,B5,59,0.2948,7,8.428571,8.103917
,,00433.351360,B5,82,0.58592,9,9.111111,11.864461
,,00436.595280,B5,457,1.92128,10,45.7,69.372978
,,00438.171920,B6,80,1.36304,8,10,10.908712
,,00438.752880,B5,137,1.36568,6,22.833333,35.220337
,,00444.540160,B5,57,0.27496,9,6.333333,11.125546
,,00464.364320,B3,56,0.7092,6,9.333333,7.630349
,,00465.875760,B1,183,2.2428,10,18.3,29.802851
,,00480.996160,D3,69,0.99336,8,8.625,11.988927
,,00482.984240,D5,120,0.90008,6,20,13.880442
,,00484.774960,B5,57,0.37696,8,7.125,7.253232
,,00489.297840,D2,107,1.12256,6,17.833333,15.004629
,,00492.704240,B5,194,1.35216,8,24.25,23.641859
,,00498.781680,B5,102,0.36744,9,11.333333,14.847372
,,00507.450400,C1,115,0.27272,10,11.5,8.065358
,,00517.379280,B3,70,1.07352,6,11.666667,11.883696
,,00529.646640,B6,71,1.52344,7,10.142857,9.046366
,,00532.728560,B6,56,0.77104,8,7,5.338539
,,00540.875120,B5,162,0.68384,9,18,18.493242
,,00543.993760,C3,246,1.11976,8,30.75,21.953075
,,00548.977840,D3,67,1.07192,9,7.444444,12.102444
,,00551.171920,D5,100,0.74168,6,16.666667,12.618329
,,00565.920560,B1,86,0.3564,10,8.6,12.158947
,,00571.608480,B5,61,0.17128,9,6.777778,6.267691
,,00573.759120,C1,111,0.38312,9,12.333333,9.809293

Well Information
Well,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#FFAF64,#FFAF64,#FFAF64,#00FF00,#00FF00,#00FF00,#FF96CA,#FF96CA,#FF96CA,#FFAF64,#FFAF64,#FFAF64,#FF9696,#FF9696,#FF9696,#FF00FF,#FF00FF,#FF00FF,#FF7474,#FF7474,#FF7474,#8F26FF,#8F26FF,#8F26FF
Control,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,comtrol,comtrol,comtrol,PSD95 EGFP,PSD95 EGFP,PSD95 EGFP,control + DM,control + DM,control + DM,control ,control ,control ,AB 42 + DM,AB 42 + DM,AB 42 + DM,SEP GLUA1,SEP GLUA1,SEP GLUA1,AB 42 ,AB 42 ,AB 42 ,EGFP,EGFP,EGFP
Concentration,,,,5 UL,5 UL,5 UL,,,,,,,,,,5 Ul,5 Ul,5 Ul,,,,5 UL,5 UL,5 UL
Additional Information,control,control,control,,,,ofek,ofek,ofek,,,,Ofek,Ofek,Ofek,,,,Ofek,Ofek,Ofek,,,
